"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"01/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"02/04/2025";"0000";"22,5";"83,0";"932,8";"3,1";"110,0";"5,0";"";"31,2";"";""
"02/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"02/04/2025";"0600";"21,0";"94,0";"931,0";"2,1";"70,0";"8,8";"";"";"";""
"02/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"02/04/2025";"1200";"22,7";"84,0";"932,4";"5,1";"80,0";"6,3";"";"";"20,4";"0,0"
"02/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"02/04/2025";"1800";"31,2";"50,0";"928,7";"3,1";"290,0";"6,3";"";"";"";""
"02/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"03/04/2025";"0000";"26,1";"70,0";"929,9";"3,1";"340,0";"8,8";"";"28,9";"";""
"03/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"03/04/2025";"0600";"21,4";"93,0";"928,9";"2,1";"70,0";"8,8";"";"";"";""
"03/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"03/04/2025";"1200";"22,2";"87,0";"931,9";"2,1";"310,0";"8,8";"";"";"20,6";"5,0"
"03/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"03/04/2025";"1800";"28,2";"63,0";"928,6";"3,6";"320,0";"7,5";"";"";"";""
"03/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"04/04/2025";"0000";"21,6";"93,0";"931,8";"0,0";"0,0";"10,0";"";"27,3";"";""
"04/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"04/04/2025";"0600";"21,6";"94,0";"930,0";"2,1";"50,0";"10,0";"";"";"";""
"04/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"04/04/2025";"1200";"23,0";"83,0";"933,1";"0,0";"0,0";"8,8";"";"";"";"10,0"
"04/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"04/04/2025";"1800";"23,3";"85,0";"931,9";"2,6";"160,0";"10,0";"";"";"";""
"04/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"05/04/2025";"0000";"20,0";"95,0";"935,2";"3,1";"160,0";"10,0";"";"";"";""
"05/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"05/04/2025";"0600";"18,1";"88,0";"935,8";"4,6";"170,0";"10,0";"";"";"";""
"05/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"05/04/2025";"1200";"17,3";"85,0";"939,4";"3,1";"160,0";"10,0";"";"";"16,9";"3,0"
"05/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"05/04/2025";"1800";"18,6";"78,0";"938,6";"3,6";"140,0";"10,0";"";"";"";""
"05/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"06/04/2025";"0000";"16,4";"88,0";"940,4";"3,1";"110,0";"10,0";"";"";"";""
"06/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"06/04/2025";"0600";"16,3";"90,0";"938,6";"3,1";"110,0";"8,8";"";"";"";""
"06/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"06/04/2025";"1200";"18,0";"78,0";"940,3";"6,7";"120,0";"8,8";"";"";"15,9";"1,0"
"06/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"06/04/2025";"1800";"19,8";"67,0";"937,9";"4,6";"130,0";"10,0";"";"";"";""
"06/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"07/04/2025";"0000";"17,6";"86,0";"938,7";"2,6";"130,0";"10,0";"";"";"";""
"07/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"07/04/2025";"0600";"16,1";"94,0";"935,9";"3,6";"130,0";"8,8";"";"";"";""
"07/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"07/04/2025";"1200";"19,0";"73,0";"936,5";"4,6";"100,0";"8,8";"";"";"15,9";"0,3"
"07/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"07/04/2025";"1800";"22,8";"56,0";"934,1";"4,1";"90,0";"7,5";"";"";"";""
"07/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"08/04/2025";"0000";"17,6";"84,0";"934,9";"3,1";"120,0";"0,0";"";"27,4";"";""
"08/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"08/04/2025";"0600";"13,9";"94,0";"933,5";"1,0";"110,0";"0,0";"";"";"";""
"08/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"08/04/2025";"1200";"16,5";"88,0";"934,5";"5,7";"60,0";"10,0";"";"";"";"0,0"
"08/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"08/04/2025";"1800";"27,4";"52,0";"930,7";"2,6";"310,0";"3,8";"";"";"";""
"08/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"09/04/2025";"0000";"21,3";"83,0";"931,6";"1,5";"90,0";"6,3";"";"29,8";"";""
"09/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"09/04/2025";"0600";"18,6";"93,0";"930,6";"3,1";"60,0";"8,8";"";"";"";""
"09/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"09/04/2025";"1200";"21,4";"82,0";"931,6";"3,1";"80,0";"7,5";"";"";"18,5";"0,0"
"09/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"09/04/2025";"1800";"29,8";"47,0";"928,9";"7,2";"300,0";"8,8";"";"";"";""
"09/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"10/04/2025";"0000";"21,0";"90,0";"931,2";"2,1";"150,0";"10,0";"";"26,8";"";""
"10/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"10/04/2025";"0600";"20,7";"86,0";"929,5";"0,5";"320,0";"8,8";"";"";"";""
"10/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"10/04/2025";"1200";"22,8";"76,0";"930,1";"4,6";"330,0";"3,8";"";"";"19,6";"0,4"
"10/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"10/04/2025";"1800";"20,0";"91,0";"929,3";"1,0";"340,0";"10,0";"";"";"";""
"10/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"11/04/2025";"0000";"18,7";"95,0";"930,5";"1,0";"150,0";"0,0";"";"25,9";"";""
"11/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"11/04/2025";"0600";"16,6";"96,0";"929,0";"0,0";"0,0";"3,8";"";"";"";""
"11/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"11/04/2025";"1200";"18,5";"85,0";"931,4";"2,1";"110,0";"10,0";"";"";"16,2";"5,0"
"11/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"11/04/2025";"1800";"25,0";"58,0";"929,1";"2,1";"190,0";"6,3";"";"";"";""
"11/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"12/04/2025";"0000";"19,3";"87,0";"931,9";"1,5";"110,0";"6,3";"";"25,9";"";""
"12/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"12/04/2025";"0600";"16,7";"96,0";"930,8";"0,0";"0,0";"1,3";"";"";"";""
"12/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"12/04/2025";"1200";"18,5";"89,0";"932,7";"5,1";"60,0";"8,8";"";"";"15,7";"0,0"
"12/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"12/04/2025";"1800";"25,0";"58,0";"929,2";"2,1";"150,0";"5,0";"";"";"";""
"12/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"13/04/2025";"0000";"20,3";"84,0";"932,3";"2,6";"150,0";"6,3";"";"28,7";"";""
"13/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"13/04/2025";"0600";"18,5";"92,0";"930,8";"4,1";"60,0";"7,5";"";"";"";""
"13/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"13/04/2025";"1200";"20,6";"82,0";"932,0";"5,1";"70,0";"8,8";"";"";"18,2";"0,0"
"13/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"13/04/2025";"1800";"27,9";"48,0";"928,2";"4,1";"310,0";"7,5";"";"";"";""
"13/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"14/04/2025";"0000";"20,7";"92,0";"929,2";"1,0";"90,0";"7,5";"";"";"";""
"14/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"14/04/2025";"0600";"19,1";"98,0";"929,2";"1,5";"300,0";"8,8";"";"";"";""
"14/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"14/04/2025";"1200";"20,2";"86,0";"932,0";"1,5";"190,0";"8,8";"";"";"18,6";"24,0"
"14/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"14/04/2025";"1800";"21,2";"73,0";"930,6";"3,1";"170,0";"10,0";"";"";"";""
"14/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"15/04/2025";"0000";"18,5";"84,0";"932,4";"1,0";"140,0";"10,0";"";"25,6";"";""
"15/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"15/04/2025";"0600";"16,5";"92,0";"931,6";"1,0";"130,0";"7,5";"";"";"";""
"15/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"15/04/2025";"1200";"19,2";"81,0";"933,0";"2,1";"60,0";"10,0";"";"";"15,4";"0,0"
"15/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"15/04/2025";"1800";"25,4";"57,0";"929,4";"2,1";"100,0";"8,8";"";"";"";""
"15/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"16/04/2025";"0000";"19,9";"83,0";"931,4";"2,6";"160,0";"10,0";"";"24,9";"";""
"16/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"16/04/2025";"0600";"18,7";"94,0";"930,5";"0,0";"0,0";"10,0";"";"";"";""
"16/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"16/04/2025";"1200";"20,6";"80,0";"931,0";"1,0";"180,0";"8,8";"";"";"18,7";"0,4"
"16/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"16/04/2025";"1800";"24,5";"65,0";"928,6";"2,6";"60,0";"6,3";"";"";"";""
"16/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"17/04/2025";"0000";"20,2";"89,0";"930,3";"1,5";"140,0";"3,8";"";"26,3";"";""
"17/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"17/04/2025";"0600";"18,9";"94,0";"930,5";"4,1";"70,0";"7,5";"";"";"";""
"17/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"17/04/2025";"1200";"21,0";"82,0";"933,0";"3,1";"70,0";"2,5";"";"";"18,8";"0,0"
"17/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"17/04/2025";"1800";"25,8";"51,0";"930,4";"3,1";"80,0";"8,8";"";"";"";""
"17/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"18/04/2025";"0000";"20,9";"85,0";"932,0";"2,6";"120,0";"10,0";"";"26,9";"";""
"18/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"18/04/2025";"0600";"19,0";"89,0";"931,1";"1,5";"80,0";"7,5";"";"";"";""
"18/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"18/04/2025";"1200";"20,5";"86,0";"932,7";"5,1";"60,0";"8,8";"";"";"18,6";"0,0"
"18/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"18/04/2025";"1800";"26,8";"65,0";"929,3";"2,1";"80,0";"7,5";"";"";"";""
"18/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"19/04/2025";"0000";"19,6";"91,0";"932,0";"2,6";"40,0";"10,0";"";"27,6";"";""
"19/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"19/04/2025";"0600";"18,7";"95,0";"930,2";"1,0";"50,0";"6,3";"";"";"";""
"19/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"19/04/2025";"1200";"22,4";"82,0";"930,5";"1,5";"90,0";"1,3";"";"";"17,7";"20,0"
"19/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"19/04/2025";"1800";"26,9";"68,0";"927,1";"5,1";"290,0";"8,8";"";"";"";""
"19/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"20/04/2025";"0000";"19,8";"94,0";"929,5";"1,5";"250,0";"8,8";"";"";"";""
"20/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"20/04/2025";"0600";"19,3";"94,0";"929,2";"1,0";"190,0";"10,0";"";"";"";""
"20/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"20/04/2025";"1200";"20,5";"84,0";"931,1";"2,1";"170,0";"8,8";"";"";"19,0";"6,0"
"20/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"20/04/2025";"1800";"20,4";"83,0";"929,6";"2,1";"190,0";"10,0";"";"";"";""
"20/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"21/04/2025";"0000";"18,8";"88,0";"930,9";"1,5";"130,0";"8,8";"";"";"";""
"21/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"21/04/2025";"0600";"17,9";"92,0";"929,8";"2,1";"170,0";"7,5";"";"";"";""
"21/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"21/04/2025";"1200";"18,8";"83,0";"932,0";"2,6";"140,0";"10,0";"";"";"17,4";"0,3"
"21/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"21/04/2025";"1800";"21,0";"74,0";"929,8";"3,1";"170,0";"8,8";"";"";"";""
"21/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"22/04/2025";"0000";"17,4";"84,0";"931,4";"3,6";"110,0";"8,8";"";"";"";""
"22/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"22/04/2025";"0600";"16,8";"84,0";"930,9";"2,1";"100,0";"8,8";"";"";"";""
"22/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"22/04/2025";"1200";"18,2";"74,0";"933,0";"4,6";"90,0";"10,0";"";"";"15,9";"0,0"
"22/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"22/04/2025";"1800";"20,9";"66,0";"930,8";"2,6";"110,0";"8,8";"";"";"";""
"22/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"23/04/2025";"0000";"17,7";"85,0";"932,0";"3,1";"100,0";"6,3";"";"24,5";"";""
"23/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"23/04/2025";"0600";"17,2";"86,0";"931,1";"2,6";"120,0";"8,8";"";"";"";""
"23/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"23/04/2025";"1200";"19,0";"79,0";"932,7";"6,2";"60,0";"8,8";"";"";"17,0";"0,0"
"23/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"23/04/2025";"1800";"23,9";"65,0";"929,9";"0,0";"0,0";"8,8";"";"";"";""
"23/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"24/04/2025";"0000";"19,3";"86,0";"931,6";"2,6";"100,0";"10,0";"";"26,2";"";""
"24/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"24/04/2025";"0600";"18,7";"90,0";"929,6";"3,1";"70,0";"8,8";"";"";"";""
"24/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"24/04/2025";"1200";"19,8";"87,0";"930,4";"3,6";"70,0";"8,8";"";"";"18,1";"0,0"
"24/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"24/04/2025";"1800";"25,8";"64,0";"926,9";"4,1";"320,0";"10,0";"";"";"";""
"24/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"25/04/2025";"0000";"19,6";"93,0";"929,0";"2,6";"180,0";"10,0";"";"";"";""
"25/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"25/04/2025";"0600";"18,1";"97,0";"926,5";"1,0";"150,0";"10,0";"";"";"";""
"25/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"25/04/2025";"1200";"19,0";"96,0";"928,2";"2,1";"90,0";"10,0";"";"";"17,9";"6,0"
"25/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"25/04/2025";"1800";"20,2";"94,0";"927,0";"1,0";"250,0";"10,0";"";"";"";""
"25/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"26/04/2025";"0000";"18,3";"95,0";"929,2";"1,5";"130,0";"10,0";"";"26,2";"";""
"26/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"26/04/2025";"0600";"18,3";"97,0";"927,6";"2,6";"70,0";"10,0";"";"";"";""
"26/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"26/04/2025";"1200";"20,1";"89,0";"929,7";"3,1";"70,0";"10,0";"";"";"18,2";"3,0"
"26/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"26/04/2025";"1800";"26,2";"61,0";"926,7";"1,0";"180,0";"6,3";"";"";"";""
"26/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"27/04/2025";"0000";"20,4";"89,0";"929,5";"1,5";"130,0";"10,0";"";"26,9";"";""
"27/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"27/04/2025";"0600";"18,3";"95,0";"928,1";"2,1";"90,0";"5,0";"";"";"";""
"27/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"27/04/2025";"1200";"20,0";"88,0";"930,6";"2,6";"40,0";"10,0";"";"";"18,0";"0,0"
"27/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"27/04/2025";"1800";"26,8";"57,0";"927,3";"5,1";"270,0";"6,3";"";"";"";""
"27/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"28/04/2025";"0000";"20,4";"92,0";"927,9";"1,5";"130,0";"6,3";"";"26,1";"";""
"28/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"28/04/2025";"0600";"18,8";"96,0";"926,9";"1,0";"150,0";"7,5";"";"";"";""
"28/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"28/04/2025";"1200";"21,8";"79,0";"928,2";"3,6";"280,0";"8,8";"";"";"18,4";"0,0"
"28/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"28/04/2025";"1800";"25,4";"60,0";"926,4";"3,6";"230,0";"8,8";"";"";"";""
"28/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"29/04/2025";"0000";"19,0";"89,0";"929,4";"2,1";"170,0";"10,0";"";"";"";""
"29/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"29/04/2025";"0600";"17,6";"93,0";"928,6";"2,6";"160,0";"10,0";"";"";"";""
"29/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"29/04/2025";"1200";"17,4";"82,0";"931,3";"1,5";"140,0";"10,0";"";"";"17,0";"0,6"
"29/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"29/04/2025";"1800";"21,9";"60,0";"929,4";"1,5";"20,0";"6,3";"";"";"";""
"29/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"30/04/2025";"0000";"17,2";"87,0";"931,5";"1,5";"150,0";"10,0";"";"";"";""
"30/04/2025";"0300";"";"";"";"";"";"";"";"";"";""
"30/04/2025";"0600";"15,4";"89,0";"931,3";"1,5";"130,0";"3,8";"";"";"";""
"30/04/2025";"0900";"";"";"";"";"";"";"";"";"";""
"30/04/2025";"1200";"17,0";"83,0";"933,3";"2,1";"130,0";"6,3";"";"";"";"0,0"
"30/04/2025";"1500";"";"";"";"";"";"";"";"";"";""
"30/04/2025";"1800";"21,9";"57,0";"930,8";"2,6";"150,0";"5,0";"";"";"";""
"30/04/2025";"2100";"";"";"";"";"";"";"";"";"";""
"01/05/2025";"0000";"16,4";"82,0";"933,9";"3,1";"140,0";"10,0";"";"23,0";"";""
"01/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"01/05/2025";"0600";"16,0";"85,0";"933,0";"1,5";"110,0";"8,8";"";"";"";""
"01/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"01/05/2025";"1200";"18,1";"73,0";"935,0";"3,1";"90,0";"5,0";"";"";"15,7";"0,0"
"01/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"01/05/2025";"1800";"22,9";"53,0";"932,6";"2,6";"100,0";"6,3";"";"";"";""
"01/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"02/05/2025";"0000";"17,3";"84,0";"934,8";"2,6";"140,0";"7,5";"";"24,9";"";""
"02/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"02/05/2025";"0600";"16,1";"87,0";"933,7";"1,5";"100,0";"10,0";"";"";"";""
"02/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"02/05/2025";"1200";"17,7";"79,0";"935,8";"6,2";"70,0";"6,3";"";"";"14,7";"0,0"
"02/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"02/05/2025";"1800";"24,0";"50,0";"933,3";"2,1";"130,0";"2,5";"";"";"";""
"02/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"03/05/2025";"0000";"16,9";"86,0";"935,7";"1,5";"150,0";"2,5";"";"25,0";"";""
"03/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"03/05/2025";"0600";"15,3";"92,0";"933,6";"2,1";"90,0";"0,0";"";"";"";""
"03/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"03/05/2025";"1200";"16,8";"87,0";"935,1";"2,6";"70,0";"10,0";"";"";"14,7";"0,0"
"03/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"03/05/2025";"1800";"23,1";"63,0";"932,9";"5,1";"160,0";"7,5";"";"";"";""
"03/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"04/05/2025";"0000";"17,2";"89,0";"934,3";"3,6";"60,0";"7,5";"";"24,1";"";""
"04/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"04/05/2025";"0600";"15,9";"92,0";"933,8";"1,0";"120,0";"7,5";"";"";"";""
"04/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"04/05/2025";"1200";"18,6";"80,0";"935,8";"3,1";"70,0";"5,0";"";"";"14,1";"0,0"
"04/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"04/05/2025";"1800";"24,1";"52,0";"933,2";"3,6";"120,0";"5,0";"";"";"";""
"04/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"05/05/2025";"0000";"17,5";"84,0";"935,5";"1,5";"140,0";"2,5";"";"24,4";"";""
"05/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"05/05/2025";"0600";"14,3";"93,0";"934,6";"2,6";"80,0";"5,0";"";"";"";""
"05/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"05/05/2025";"1200";"17,4";"82,0";"937,0";"6,2";"70,0";"2,5";"";"";"14,3";"0,0"
"05/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"05/05/2025";"1800";"24,4";"51,0";"932,8";"3,1";"140,0";"3,8";"";"";"";""
"05/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"06/05/2025";"0000";"17,0";"88,0";"934,3";"0,0";"0,0";"2,5";"";"24,7";"";""
"06/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"06/05/2025";"0600";"14,8";"95,0";"933,3";"1,0";"70,0";"6,3";"";"";"";""
"06/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"06/05/2025";"1200";"16,5";"91,0";"934,8";"5,7";"70,0";"10,0";"";"";"14,8";"0,0"
"06/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"06/05/2025";"1800";"24,2";"41,0";"931,3";"2,1";"70,0";"5,0";"";"";"";""
"06/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"07/05/2025";"0000";"18,4";"84,0";"933,2";"2,1";"80,0";"2,5";"";"26,3";"";""
"07/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"07/05/2025";"0600";"16,0";"92,0";"932,1";"3,1";"80,0";"0,0";"";"";"";""
"07/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"07/05/2025";"1200";"16,5";"93,0";"934,1";"4,1";"60,0";"8,8";"";"";"15,5";"0,0"
"07/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"07/05/2025";"1800";"25,8";"51,0";"931,5";"2,6";"270,0";"7,5";"";"";"";""
"07/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"08/05/2025";"0000";"18,9";"90,0";"933,8";"0,0";"0,0";"0,0";"";"28,0";"";""
"08/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"08/05/2025";"0600";"16,1";"94,0";"932,9";"0,0";"0,0";"0,0";"";"";"";""
"08/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"08/05/2025";"1200";"17,7";"92,0";"934,3";"4,6";"80,0";"5,0";"";"";"15,6";"0,0"
"08/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"08/05/2025";"1800";"27,3";"50,0";"930,6";"1,0";"150,0";"7,5";"";"";"";""
"08/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"09/05/2025";"0000";"21,4";"80,0";"931,9";"1,5";"70,0";"7,5";"";"29,2";"";""
"09/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"09/05/2025";"0600";"19,0";"88,0";"930,2";"2,1";"100,0";"0,0";"";"";"";""
"09/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"09/05/2025";"1200";"23,1";"66,0";"932,1";"3,6";"70,0";"0,0";"";"";"17,3";"0,0"
"09/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"09/05/2025";"1800";"29,2";"45,0";"929,5";"6,2";"310,0";"5,0";"";"";"";""
"09/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"10/05/2025";"0000";"24,6";"58,0";"930,9";"4,1";"350,0";"6,3";"";"27,2";"";""
"10/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"10/05/2025";"0600";"22,9";"61,0";"931,0";"3,6";"340,0";"0,0";"";"";"";""
"10/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"10/05/2025";"1200";"23,9";"62,0";"933,7";"2,1";"70,0";"8,8";"";"";"";"0,0"
"10/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"10/05/2025";"1800";"20,6";"82,0";"933,0";"3,1";"180,0";"10,0";"";"";"";""
"10/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"11/05/2025";"0000";"17,7";"94,0";"936,3";"0,5";"160,0";"10,0";"";"17,7";"";""
"11/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"11/05/2025";"0600";"16,2";"93,0";"936,0";"1,5";"180,0";"10,0";"";"";"";""
"11/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"11/05/2025";"1200";"16,4";"93,0";"938,4";"2,1";"120,0";"10,0";"";"";"16,0";"8,0"
"11/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"11/05/2025";"1800";"17,2";"77,0";"937,7";"2,6";"130,0";"10,0";"";"";"";""
"11/05/2025";"2100";"";"";"";"";"";"";"";"";"";""
"12/05/2025";"0000";"15,6";"83,0";"939,7";"2,6";"110,0";"10,0";"";"21,0";"";""
"12/05/2025";"0300";"";"";"";"";"";"";"";"";"";""
"12/05/2025";"0600";"15,3";"90,0";"938,3";"2,1";"90,0";"7,5";"";"";"";""
"12/05/2025";"0900";"";"";"";"";"";"";"";"";"";""
"12/05/2025";"1200";"17,1";"82,0";"939,4";"4,1";"100,0";"8,8";"";"";"14,2";"0,2"
"12/05/2025";"1500";"";"";"";"";"";"";"";"";"";""
"12/05/2025";"1800";"20,9";"66,0";"937,0";"4,1";"100,0";"8,8";"";"";"";""
